AILI(sub, obj, type, content, context, time)
SpeechNegative(1025, 1005, Negative, Not so fun... , class3, 976)
SpeechPositive(1009, 1019, Positive, Having a great time!, class3, 979)
SpeechPositive(997, 1025, Positive, Having a great time!, class3, 982)
SpeechGreet(1025, 1001, Positive, Nice to meet you!, class3, 984)
SpeechPositive(1025, 1001, Positive, Having a great time!, class3, 984)
SpeechPositive(1023, 1019, Positive, Having a great time!, class3, 986)
SpeechPositive(989, 991, Positive, Having a great time!, class3, 987)
SpeechGreet(1011, 995, Positive, Nice to meet you!, class3, 991)
SpeechPositive(1011, 995, Positive, Having a great time!, class3, 991)
SpeechGreet(1021, 999, Positive, Nice to meet you!, class3, 992)
SpeechPositive(1021, 999, Positive, Having a great time!, class3, 992)
SpeechPositive(1019, 1005, Positive, Having a great time!, class3, 993)
SpeechNegative(1013, 1001, Negative, Not so fun... , class3, 997)
SpeechPositive(1011, 995, Positive, Having a great time!, class3, 999)
SpeechPositive(991, 1017, Positive, Having a great time!, class3, 1006)
SpeechPositive(1025, 1005, Positive, Having a great time!, class3, 1008)
SpeechNegative(991, 1017, Negative, Not so fun... , class3, 1021)
SpeechPositive(1023, 1005, Positive, Having a great time!, class3, 1022)
SpeechPositive(1025, 997, Positive, Having a great time!, class3, 1032)
SpeechPositive(993, 1025, Positive, Having a great time!, class3, 1033)
SpeechPositive(1023, 1019, Positive, Having a great time!, class3, 1033)
SpeechNegative(997, 1025, Negative, Not so fun... , class3, 1036)
SpeechPositive(1007, 1003, Positive, Having a great time!, class3, 1036)
SpeechPositive(1013, 1001, Positive, Having a great time!, class3, 1037)
SpeechPositive(1025, 997, Positive, Having a great time!, class3, 1037)
SpeechPositive(1013, 1005, Positive, Having a great time!, class3, 1048)
SpeechPositive(1013, 1001, Positive, Having a great time!, class3, 1048)
SpeechProposal(1013, 1001, Proposal, Will you come to the prom with me!, class3, 1048)
ThoughtConflict(1001, 1013, Conflict, Should I go to the Prom with 1013? I really want to go with 1021, class3, 1048)
SpeechDrop(1013, 1021, Drop, I'm Sorry 1021 I'm not going to the Prom with you anymore., class3, 1048)
SpeechAccept(1001, 1013, Accept, Yes 1013! I'd love to go to the Prom with you!, class3, 1048)
SpeechNegative(989, 1005, Negative, Not so fun... , class3, 1049)
SpeechPositive(997, 1025, Positive, Having a great time!, class3, 1055)
